player_name,round,transfers_in,transfers_out,net_transfers,transfer_in_pct,transfer_out_pct,tag,status,cost,avg_points,proj_avg,owned_by_pct
Jason Johannisen,3,0,8,-8,0.0,0.0,,uncertain,785000,31.0,73.51,0.09
Jason Johannisen,4,0,5,-5,0.0,0.0,,uncertain,785000,31.0,73.51,0.09
Jason Johannisen,5,3,2,1,0.0,0.0,,uncertain,785000,31.0,73.51,0.09
Jason Johannisen,6,0,1,-1,0.0,0.0,,uncertain,785000,31.0,73.51,0.09
Lachie Whitfield,2,16,2157,-2141,0.01,1.31,falling,uncertain,1123000,111.0,106.81,25.44
Lachie Whitfield,3,683,75,608,0.41,0.05,,uncertain,1123000,111.0,106.81,25.44
Lachie Whitfield,4,1221,30,1191,0.74,0.02,,uncertain,1123000,111.0,106.81,25.44
Lachie Whitfield,5,3916,13,3903,2.4,0.01,hot_pick,uncertain,1123000,111.0,106.81,25.44
Lachie Whitfield,6,719,51,668,0.67,0.05,,uncertain,1123000,111.0,106.81,25.44
Ollie Wines,2,20,4,16,0.01,0.0,,uncertain,912000,91.4,88.39,0.37
Ollie Wines,3,41,4,37,0.02,0.0,,uncertain,912000,91.4,88.39,0.37
Ollie Wines,4,15,5,10,0.01,0.0,,uncertain,912000,91.4,88.39,0.37
Ollie Wines,5,8,21,-13,0.0,0.01,,uncertain,912000,91.4,88.39,0.37
Ollie Wines,6,3,18,-15,0.0,0.02,,uncertain,912000,91.4,88.39,0.37
Aliir Aliir,2,20,130,-110,0.01,0.08,,uncertain,615000,61.2,58.44,2.41
Aliir Aliir,3,41,38,3,0.02,0.02,,uncertain,615000,61.2,58.44,2.41
Aliir Aliir,4,43,57,-14,0.03,0.03,,uncertain,615000,61.2,58.44,2.41
Aliir Aliir,5,52,64,-12,0.03,0.04,,uncertain,615000,61.2,58.44,2.41
Aliir Aliir,6,12,82,-70,0.01,0.08,,uncertain,615000,61.2,58.44,2.41
Rory Atkins,2,0,7,-7,0.0,0.0,,uncertain,606000,0.0,68.27,0.07
Rory Atkins,3,0,8,-8,0.0,0.0,,uncertain,606000,0.0,68.27,0.07
Rory Atkins,4,2,4,-2,0.0,0.0,,uncertain,606000,0.0,68.27,0.07
Rory Atkins,5,0,3,-3,0.0,0.0,,uncertain,606000,0.0,68.27,0.07
Rory Atkins,6,0,1,-1,0.0,0.0,,uncertain,606000,0.0,68.27,0.07
Aidan Corr,2,522,3,519,0.32,0.0,,uncertain,586000,62.8,50.49,0.97
Aidan Corr,3,272,22,250,0.16,0.01,,uncertain,586000,62.8,50.49,0.97
Aidan Corr,4,59,36,23,0.04,0.02,,uncertain,586000,62.8,50.49,0.97
Aidan Corr,5,114,48,66,0.07,0.03,,uncertain,586000,62.8,50.49,0.97
Aidan Corr,6,3,103,-100,0.0,0.1,,uncertain,586000,62.8,50.49,0.97
Kamdyn McIntosh,2,53,96,-43,0.03,0.06,,uncertain,662000,76.2,59.4,1.81
Kamdyn McIntosh,3,87,18,69,0.05,0.01,,uncertain,662000,76.2,59.4,1.81
Kamdyn McIntosh,4,395,4,391,0.24,0.0,,uncertain,662000,76.2,59.4,1.81
Kamdyn McIntosh,5,167,165,2,0.1,0.1,,uncertain,662000,76.2,59.4,1.81
Kamdyn McIntosh,6,49,105,-56,0.05,0.1,,uncertain,662000,76.2,59.4,1.81
Tim Membrey,2,103,2,101,0.06,0.0,,emergency,579000,54.4,63.3,1.27
Tim Membrey,3,5,119,-114,0.0,0.07,,emergency,579000,54.4,63.3,1.27
Tim Membrey,4,10,15,-5,0.01,0.01,,emergency,579000,54.4,63.3,1.27
Tim Membrey,5,2,50,-48,0.0,0.03,,emergency,579000,54.4,63.3,1.27
Tim Membrey,6,5,39,-34,0.0,0.04,,emergency,579000,54.4,63.3,1.27
Jaeger O'Meara,2,160,4,156,0.1,0.0,,uncertain,690000,73.0,68.67,1.05
Jaeger O'Meara,3,182,9,173,0.11,0.01,,uncertain,690000,73.0,68.67,1.05
Jaeger O'Meara,4,281,51,230,0.17,0.03,,uncertain,690000,73.0,68.67,1.05
Jaeger O'Meara,5,48,137,-89,0.03,0.08,,uncertain,690000,73.0,68.67,1.05
Jaeger O'Meara,6,17,116,-99,0.02,0.11,,uncertain,690000,73.0,68.67,1.05
Alex Sexton,2,1,74,-73,0.0,0.05,,uncertain,733000,21.0,64.03,0.14
Alex Sexton,3,4,16,-12,0.0,0.01,,uncertain,733000,21.0,64.03,0.14
Alex Sexton,4,2,23,-21,0.0,0.01,,uncertain,733000,21.0,64.03,0.14
Alex Sexton,5,1,29,-28,0.0,0.02,,uncertain,733000,21.0,64.03,0.14
Alex Sexton,6,1,1,0,0.0,0.0,,uncertain,733000,21.0,64.03,0.14
Nick Vlastuin,2,24,12,12,0.01,0.01,,uncertain,728000,71.0,82.75,0.77
Nick Vlastuin,3,11,32,-21,0.01,0.02,,uncertain,728000,71.0,82.75,0.77
Nick Vlastuin,4,4,45,-41,0.0,0.03,,uncertain,728000,71.0,82.75,0.77
Nick Vlastuin,5,6,36,-30,0.0,0.02,,uncertain,728000,71.0,82.75,0.77
Nick Vlastuin,6,9,11,-2,0.01,0.01,,uncertain,728000,71.0,82.75,0.77
Zac Williams,2,46,282,-236,0.03,0.17,,uncertain,540000,52.8,60.52,1.61
Zac Williams,3,34,226,-192,0.02,0.14,,uncertain,540000,52.8,60.52,1.61
Zac Williams,4,39,240,-201,0.02,0.15,,uncertain,540000,52.8,60.52,1.61
Zac Williams,5,81,56,25,0.05,0.03,,uncertain,540000,52.8,60.52,1.61
Zac Williams,6,13,39,-26,0.01,0.04,,uncertain,540000,52.8,60.52,1.61
Jeremy McGovern,2,16,64,-48,0.01,0.04,,injured,745000,64.0,72.51,0.86
Jeremy McGovern,3,26,46,-20,0.02,0.03,,injured,745000,64.0,72.51,0.86
Jeremy McGovern,4,3,284,-281,0.0,0.17,,injured,745000,64.0,72.51,0.86
Jeremy McGovern,5,0,216,-216,0.0,0.13,,injured,745000,64.0,72.51,0.86
Jeremy McGovern,6,0,38,-38,0.0,0.04,,injured,745000,64.0,72.51,0.86
James Aish,2,3,39,-36,0.0,0.02,,uncertain,618000,13.0,67.81,0.16
James Aish,3,1,24,-23,0.0,0.01,,uncertain,618000,13.0,67.81,0.16
James Aish,4,0,21,-21,0.0,0.01,,uncertain,618000,13.0,67.81,0.16
James Aish,5,1,15,-14,0.0,0.01,,uncertain,618000,13.0,67.81,0.16
James Aish,6,1,4,-3,0.0,0.0,,uncertain,618000,13.0,67.81,0.16
Caleb Daniel,2,964,59,905,0.59,0.04,,uncertain,829000,101.2,72.99,68.81
Caleb Daniel,3,2085,39,2046,1.26,0.02,hot_pick,uncertain,829000,101.2,72.99,68.81
Caleb Daniel,4,1636,33,1603,0.99,0.02,,uncertain,829000,101.2,72.99,68.81
Caleb Daniel,5,970,78,892,0.59,0.05,,uncertain,829000,101.2,72.99,68.81
Caleb Daniel,6,314,46,268,0.29,0.04,,uncertain,829000,101.2,72.99,68.81
Nathan Broad,2,7,35,-28,0.0,0.02,,uncertain,624000,66.0,64.24,0.43
Nathan Broad,3,7,24,-17,0.0,0.01,,uncertain,624000,66.0,64.24,0.43
Nathan Broad,4,11,8,3,0.01,0.0,,uncertain,624000,66.0,64.24,0.43
Nathan Broad,5,4,11,-7,0.0,0.01,,uncertain,624000,66.0,64.24,0.43
Nathan Broad,6,10,3,7,0.01,0.0,,uncertain,624000,66.0,64.24,0.43
Joel Hamling,2,16,7,9,0.01,0.0,,uncertain,361000,39.5,48.49,0.46
Joel Hamling,3,35,29,6,0.02,0.02,,uncertain,361000,39.5,48.49,0.46
Joel Hamling,4,30,7,23,0.02,0.0,,uncertain,361000,39.5,48.49,0.46
Joel Hamling,5,17,14,3,0.01,0.01,,uncertain,361000,39.5,48.49,0.46
Joel Hamling,6,19,17,2,0.02,0.02,,uncertain,361000,39.5,48.49,0.46
Nick Haynes,2,9,208,-199,0.01,0.13,,uncertain,654000,67.0,76.69,0.92
Nick Haynes,3,3,397,-394,0.0,0.24,,uncertain,654000,67.0,76.69,0.92
Nick Haynes,4,47,34,13,0.03,0.02,,uncertain,654000,67.0,76.69,0.92
Nick Haynes,5,12,146,-134,0.01,0.09,,uncertain,654000,67.0,76.69,0.92
Nick Haynes,6,5,18,-13,0.0,0.02,,uncertain,654000,67.0,76.69,0.92
Mason Wood,2,10,32,-22,0.01,0.02,,uncertain,838000,83.4,73.97,1.06
Mason Wood,3,221,3,218,0.13,0.0,,uncertain,838000,83.4,73.97,1.06
Mason Wood,4,98,11,87,0.06,0.01,,uncertain,838000,83.4,73.97,1.06
Mason Wood,5,23,55,-32,0.01,0.03,,uncertain,838000,83.4,73.97,1.06
Mason Wood,6,9,42,-33,0.01,0.04,,uncertain,838000,83.4,73.97,1.06
Jake Lloyd,2,66,63,3,0.04,0.04,,uncertain,833000,87.0,82.16,4.48
Jake Lloyd,3,39,205,-166,0.02,0.12,,uncertain,833000,87.0,82.16,4.48
Jake Lloyd,4,111,17,94,0.07,0.01,,uncertain,833000,87.0,82.16,4.48
Jake Lloyd,5,546,10,536,0.33,0.01,,uncertain,833000,87.0,82.16,4.48
Jake Lloyd,6,25,50,-25,0.02,0.05,,uncertain,833000,87.0,82.16,4.48
Toby Greene,2,87,267,-180,0.05,0.16,,uncertain,899000,100.2,67.45,5.94
Toby Greene,3,290,15,275,0.18,0.01,,uncertain,899000,100.2,67.45,5.94
Toby Greene,4,304,23,281,0.18,0.01,,uncertain,899000,100.2,67.45,5.94
Toby Greene,5,564,29,535,0.35,0.02,,uncertain,899000,100.2,67.45,5.94
Toby Greene,6,239,13,226,0.22,0.01,,uncertain,899000,100.2,67.45,5.94
Sam Collins,2,10,65,-55,0.01,0.04,,uncertain,501000,45.5,51.15,0.36
Sam Collins,3,39,5,34,0.02,0.0,,uncertain,501000,45.5,51.15,0.36
Sam Collins,4,14,9,5,0.01,0.01,,uncertain,501000,45.5,51.15,0.36
Sam Collins,5,10,42,-32,0.01,0.03,,uncertain,501000,45.5,51.15,0.36
Sam Collins,6,6,24,-18,0.01,0.02,,uncertain,501000,45.5,51.15,0.36
Adam Saad,2,78,56,22,0.05,0.03,,uncertain,726000,76.0,68.45,2.34
Adam Saad,3,39,112,-73,0.02,0.07,,uncertain,726000,76.0,68.45,2.34
Adam Saad,4,75,30,45,0.05,0.02,,uncertain,726000,76.0,68.45,2.34
Adam Saad,5,87,37,50,0.05,0.02,,uncertain,726000,76.0,68.45,2.34
Adam Saad,6,77,15,62,0.07,0.01,,uncertain,726000,76.0,68.45,2.34
Jack Macrae,2,892,24,868,0.54,0.01,,uncertain,946000,103.6,71.7,61.37
Jack Macrae,3,3262,10,3252,1.98,0.01,hot_pick,uncertain,946000,103.6,71.7,61.37
Jack Macrae,4,1089,8,1081,0.66,0.0,,uncertain,946000,103.6,71.7,61.37
Jack Macrae,5,450,43,407,0.28,0.03,,uncertain,946000,103.6,71.7,61.37
Jack Macrae,6,119,342,-223,0.11,0.32,,uncertain,946000,103.6,71.7,61.37
Sam Docherty,2,79,268,-189,0.05,0.16,,uncertain,774000,80.0,83.02,2.4
Sam Docherty,3,12,335,-323,0.01,0.2,,uncertain,774000,80.0,83.02,2.4
Sam Docherty,4,21,165,-144,0.01,0.1,,uncertain,774000,80.0,83.02,2.4
Sam Docherty,5,612,41,571,0.38,0.03,,uncertain,774000,80.0,83.02,2.4
Sam Docherty,6,54,57,-3,0.05,0.05,,uncertain,774000,80.0,83.02,2.4
Bradley Hill,2,24,167,-143,0.01,0.1,,uncertain,631000,58.2,69.21,0.94
Bradley Hill,3,21,100,-79,0.01,0.06,,uncertain,631000,58.2,69.21,0.94
Bradley Hill,4,23,25,-2,0.01,0.02,,uncertain,631000,58.2,69.21,0.94
Bradley Hill,5,39,27,12,0.02,0.02,,uncertain,631000,58.2,69.21,0.94
Bradley Hill,6,12,20,-8,0.01,0.02,,uncertain,631000,58.2,69.21,0.94
Tim Kelly,2,1,93,-92,0.0,0.06,,uncertain,773000,65.8,85.09,0.44
Tim Kelly,3,7,9,-2,0.0,0.01,,uncertain,773000,65.8,85.09,0.44
Tim Kelly,4,5,48,-43,0.0,0.03,,uncertain,773000,65.8,85.09,0.44
Tim Kelly,5,0,139,-139,0.0,0.09,,uncertain,773000,65.8,85.09,0.44
Tim Kelly,6,2,25,-23,0.0,0.02,,uncertain,773000,65.8,85.09,0.44
Jack Martin,2,2,22,-20,0.0,0.01,,injured,438000,0.0,55.65,0.2
Jack Martin,3,2,5,-3,0.0,0.0,,injured,438000,0.0,55.65,0.2
Jack Martin,4,0,22,-22,0.0,0.01,,injured,438000,0.0,55.65,0.2
Jack Martin,5,0,12,-12,0.0,0.01,,injured,438000,0.0,55.65,0.2
Jack Martin,6,0,5,-5,0.0,0.0,,injured,438000,0.0,55.65,0.2
Jack Steele,2,5,252,-247,0.0,0.15,,uncertain,1012000,90.3,100.37,1.1
Jack Steele,3,38,142,-104,0.02,0.09,,uncertain,1012000,90.3,100.37,1.1
Jack Steele,4,2,472,-470,0.0,0.29,,uncertain,1012000,90.3,100.37,1.1
Jack Steele,5,14,249,-235,0.01,0.15,,uncertain,1012000,90.3,100.37,1.1
Jack Steele,6,3,43,-40,0.0,0.04,,uncertain,1012000,90.3,100.37,1.1
Willie Rioli,2,17,35,-18,0.01,0.02,,uncertain,551000,57.0,54.89,0.89
Willie Rioli,3,95,8,87,0.06,0.0,,uncertain,551000,57.0,54.89,0.89
Willie Rioli,4,21,32,-11,0.01,0.02,,uncertain,551000,57.0,54.89,0.89
Willie Rioli,5,5,62,-57,0.0,0.04,,uncertain,551000,57.0,54.89,0.89
Willie Rioli,6,5,27,-22,0.0,0.03,,uncertain,551000,57.0,54.89,0.89
Jarman Impey,2,65,41,24,0.04,0.02,,uncertain,621000,51.6,70.14,2.14
Jarman Impey,3,60,31,29,0.04,0.02,,uncertain,621000,51.6,70.14,2.14
Jarman Impey,4,4,213,-209,0.0,0.13,,uncertain,621000,51.6,70.14,2.14
Jarman Impey,5,18,35,-17,0.01,0.02,,uncertain,621000,51.6,70.14,2.14
Jarman Impey,6,10,34,-24,0.01,0.03,,uncertain,621000,51.6,70.14,2.14
Darcy Gardiner,2,1,6,-5,0.0,0.0,,emergency,369000,0.0,51.76,0.09
Darcy Gardiner,3,1,2,-1,0.0,0.0,,emergency,369000,0.0,51.76,0.09
Darcy Gardiner,4,1,2,-1,0.0,0.0,,emergency,369000,0.0,51.76,0.09
Darcy Gardiner,5,0,5,-5,0.0,0.0,,emergency,369000,0.0,51.76,0.09
Darcy Gardiner,6,0,3,-3,0.0,0.0,,emergency,369000,0.0,51.76,0.09
Jake Kolodjashnij,2,2,29,-27,0.0,0.02,,injured,607000,0.0,54.31,0.09
Jake Kolodjashnij,3,1,12,-11,0.0,0.01,,injured,607000,0.0,54.31,0.09
Jake Kolodjashnij,4,0,7,-7,0.0,0.0,,injured,607000,0.0,54.31,0.09
Jake Kolodjashnij,5,0,6,-6,0.0,0.0,,injured,607000,0.0,54.31,0.09
Jake Kolodjashnij,6,0,1,-1,0.0,0.0,,injured,607000,0.0,54.31,0.09
Blake Acres,2,11,10,1,0.01,0.01,,uncertain,788000,73.5,80.38,0.57
Blake Acres,3,2,62,-60,0.0,0.04,,uncertain,788000,73.5,80.38,0.57
Blake Acres,4,6,31,-25,0.0,0.02,,uncertain,788000,73.5,80.38,0.57
Blake Acres,5,46,16,30,0.03,0.01,,uncertain,788000,73.5,80.38,0.57
Blake Acres,6,1,26,-25,0.0,0.02,,uncertain,788000,73.5,80.38,0.57
Dom Sheed,2,0,5,-5,0.0,0.0,,injured,864000,0.0,68.34,0.06
Dom Sheed,3,0,7,-7,0.0,0.0,,injured,864000,0.0,68.34,0.06
Dom Sheed,4,0,1,-1,0.0,0.0,,injured,864000,0.0,68.34,0.06
Dom Sheed,5,0,4,-4,0.0,0.0,,injured,864000,0.0,68.34,0.06
Dom Sheed,6,0,0,0,0.0,0.0,,injured,864000,0.0,68.34,0.06
Jesse Hogan,2,7,82,-75,0.0,0.05,,uncertain,781000,76.7,79.15,1.72
Jesse Hogan,3,16,78,-62,0.01,0.05,,uncertain,781000,76.7,79.15,1.72
Jesse Hogan,4,36,13,23,0.02,0.01,,uncertain,781000,76.7,79.15,1.72
Jesse Hogan,5,240,5,235,0.15,0.0,,uncertain,781000,76.7,79.15,1.72
Jesse Hogan,6,24,34,-10,0.02,0.03,,uncertain,781000,76.7,79.15,1.72
Orazio Fantasia,2,0,54,-54,0.0,0.03,,injured,361000,0.0,50.63,0.38
Orazio Fantasia,3,0,44,-44,0.0,0.03,,injured,361000,0.0,50.63,0.38
Orazio Fantasia,4,0,26,-26,0.0,0.02,,injured,361000,0.0,50.63,0.38
Orazio Fantasia,5,0,23,-23,0.0,0.01,,injured,361000,0.0,50.63,0.38
Orazio Fantasia,6,2,12,-10,0.0,0.01,,injured,361000,0.0,50.63,0.38
Josh Kelly,2,19,322,-303,0.01,0.2,,uncertain,961000,97.2,85.93,2.63
Josh Kelly,3,149,19,130,0.09,0.01,,uncertain,961000,97.2,85.93,2.63
Josh Kelly,4,19,60,-41,0.01,0.04,,uncertain,961000,97.2,85.93,2.63
Josh Kelly,5,9,37,-28,0.01,0.02,,uncertain,961000,97.2,85.93,2.63
Josh Kelly,6,9,33,-24,0.01,0.03,,uncertain,961000,97.2,85.93,2.63
Jack Billings,2,0,63,-63,0.0,0.04,,uncertain,632000,47.0,71.82,0.2
Jack Billings,3,4,27,-23,0.0,0.02,,uncertain,632000,47.0,71.82,0.2
Jack Billings,4,2,17,-15,0.0,0.01,,uncertain,632000,47.0,71.82,0.2
Jack Billings,5,0,28,-28,0.0,0.02,,uncertain,632000,47.0,71.82,0.2
Jack Billings,6,3,16,-13,0.0,0.01,,uncertain,632000,47.0,71.82,0.2
Luke McDonald,2,22,5,17,0.01,0.0,,uncertain,622000,62.6,64.95,0.29
Luke McDonald,3,22,10,12,0.01,0.01,,uncertain,622000,62.6,64.95,0.29
Luke McDonald,4,32,1,31,0.02,0.0,,uncertain,622000,62.6,64.95,0.29
Luke McDonald,5,47,6,41,0.03,0.0,,uncertain,622000,62.6,64.95,0.29
Luke McDonald,6,3,19,-16,0.0,0.02,,uncertain,622000,62.6,64.95,0.29
Christian Salem,2,1233,0,1233,0.75,0.0,,uncertain,886000,93.8,79.13,3.46
Christian Salem,3,2592,7,2585,1.57,0.0,hot_pick,uncertain,886000,93.8,79.13,3.46
Christian Salem,4,361,49,312,0.22,0.03,,uncertain,886000,93.8,79.13,3.46
Christian Salem,5,36,277,-241,0.02,0.17,,uncertain,886000,93.8,79.13,3.46
Christian Salem,6,20,138,-118,0.02,0.13,,uncertain,886000,93.8,79.13,3.46
Alex Neal-Bullen,2,25,40,-15,0.02,0.02,,uncertain,715000,66.4,77.44,1.26
Alex Neal-Bullen,3,59,31,28,0.04,0.02,,uncertain,715000,66.4,77.44,1.26
Alex Neal-Bullen,4,23,103,-80,0.01,0.06,,uncertain,715000,66.4,77.44,1.26
Alex Neal-Bullen,5,37,89,-52,0.02,0.05,,uncertain,715000,66.4,77.44,1.26
Alex Neal-Bullen,6,5,126,-121,0.0,0.12,,uncertain,715000,66.4,77.44,1.26
Callum Wilkie,2,71,6,65,0.04,0.0,,uncertain,747000,75.2,69.85,0.85
Callum Wilkie,3,347,3,344,0.21,0.0,,uncertain,747000,75.2,69.85,0.85
Callum Wilkie,4,12,68,-56,0.01,0.04,,uncertain,747000,75.2,69.85,0.85
Callum Wilkie,5,19,36,-17,0.01,0.02,,uncertain,747000,75.2,69.85,0.85
Callum Wilkie,6,11,52,-41,0.01,0.05,,uncertain,747000,75.2,69.85,0.85
Mark Blicavs,2,6,11,-5,0.0,0.01,,uncertain,688000,65.3,66.32,0.39
Mark Blicavs,3,13,6,7,0.01,0.0,,uncertain,688000,65.3,66.32,0.39
Mark Blicavs,4,8,10,-2,0.0,0.01,,uncertain,688000,65.3,66.32,0.39
Mark Blicavs,5,16,16,0,0.01,0.01,,uncertain,688000,65.3,66.32,0.39
Mark Blicavs,6,8,38,-30,0.01,0.04,,uncertain,688000,65.3,66.32,0.39
Mitch McGovern,2,15,24,-9,0.01,0.01,,uncertain,630000,63.6,66.91,0.64
Mitch McGovern,3,5,26,-21,0.0,0.02,,uncertain,630000,63.6,66.91,0.64
Mitch McGovern,4,10,32,-22,0.01,0.02,,uncertain,630000,63.6,66.91,0.64
Mitch McGovern,5,12,26,-14,0.01,0.02,,uncertain,630000,63.6,66.91,0.64
Mitch McGovern,6,20,3,17,0.02,0.0,,uncertain,630000,63.6,66.91,0.64
Karl Amon,2,678,0,678,0.41,0.0,,uncertain,903000,91.4,82.67,4.14
Karl Amon,3,453,14,439,0.27,0.01,,uncertain,903000,91.4,82.67,4.14
Karl Amon,4,24,898,-874,0.01,0.54,falling,uncertain,903000,91.4,82.67,4.14
Karl Amon,5,95,63,32,0.06,0.04,,uncertain,903000,91.4,82.67,4.14
Karl Amon,6,22,64,-42,0.02,0.06,,uncertain,903000,91.4,82.67,4.14
Marcus Bontempelli,2,1,525,-524,0.0,0.32,falling,injured,1101000,0.0,93.96,2.46
Marcus Bontempelli,3,2,272,-270,0.0,0.16,,injured,1101000,0.0,93.96,2.46
Marcus Bontempelli,4,9,155,-146,0.01,0.09,,injured,1101000,0.0,93.96,2.46
Marcus Bontempelli,5,5,89,-84,0.0,0.05,,injured,1101000,0.0,93.96,2.46
Marcus Bontempelli,6,81,27,54,0.08,0.03,,injured,1101000,0.0,93.96,2.46
Matt Crouch,2,4,8,-4,0.0,0.0,,uncertain,960000,87.8,98.31,0.34
Matt Crouch,3,166,4,162,0.1,0.0,,uncertain,960000,87.8,98.31,0.34
Matt Crouch,4,4,180,-176,0.0,0.11,,uncertain,960000,87.8,98.31,0.34
Matt Crouch,5,13,33,-20,0.01,0.02,,uncertain,960000,87.8,98.31,0.34
Matt Crouch,6,5,18,-13,0.0,0.02,,uncertain,960000,87.8,98.31,0.34
Nick Holman,2,4,54,-50,0.0,0.03,,uncertain,463000,37.0,57.37,0.45
Nick Holman,3,17,9,8,0.01,0.01,,uncertain,463000,37.0,57.37,0.45
Nick Holman,4,6,45,-39,0.0,0.03,,uncertain,463000,37.0,57.37,0.45
Nick Holman,5,29,24,5,0.02,0.01,,uncertain,463000,37.0,57.37,0.45
Nick Holman,6,1,19,-18,0.0,0.02,,uncertain,463000,37.0,57.37,0.45
Daniel McStay,2,588,3,585,0.36,0.0,,playing,639000,70.6,56.53,1.75
Daniel McStay,3,38,183,-145,0.02,0.11,,playing,639000,70.6,56.53,1.75
Daniel McStay,4,64,22,42,0.04,0.01,,playing,639000,70.6,56.53,1.75
Daniel McStay,5,58,24,34,0.04,0.01,,playing,639000,70.6,56.53,1.75
Daniel McStay,6,16,73,-57,0.01,0.07,,playing,639000,70.6,56.53,1.75
Reilly O'Brien,2,58,24,34,0.04,0.01,,uncertain,808000,74.2,95.79,1.07
Reilly O'Brien,3,54,57,-3,0.03,0.03,,uncertain,808000,74.2,95.79,1.07
Reilly O'Brien,4,47,42,5,0.03,0.03,,uncertain,808000,74.2,95.79,1.07
Reilly O'Brien,5,81,80,1,0.05,0.05,,uncertain,808000,74.2,95.79,1.07
Reilly O'Brien,6,17,83,-66,0.02,0.08,,uncertain,808000,74.2,95.79,1.07
James Sicily,2,152,133,19,0.09,0.08,,uncertain,836000,82.6,81.68,10.51
James Sicily,3,273,216,57,0.17,0.13,,uncertain,836000,82.6,81.68,10.51
James Sicily,4,19,2652,-2633,0.01,1.61,falling,uncertain,836000,82.6,81.68,10.51
James Sicily,5,91,247,-156,0.06,0.15,,uncertain,836000,82.6,81.68,10.51
James Sicily,6,81,79,2,0.08,0.07,,uncertain,836000,82.6,81.68,10.51
James Harmes,2,11,30,-19,0.01,0.02,,uncertain,640000,59.2,67.92,0.54
James Harmes,3,3,54,-51,0.0,0.03,,uncertain,640000,59.2,67.92,0.54
James Harmes,4,30,8,22,0.02,0.0,,uncertain,640000,59.2,67.92,0.54
James Harmes,5,162,6,156,0.1,0.0,,uncertain,640000,59.2,67.92,0.54
James Harmes,6,6,113,-107,0.01,0.11,,uncertain,640000,59.2,67.92,0.54
Nic Newman,2,1,92,-91,0.0,0.06,,injured,1052000,0.0,103.07,0.29
Nic Newman,3,2,30,-28,0.0,0.02,,injured,1052000,0.0,103.07,0.29
Nic Newman,4,0,12,-12,0.0,0.01,,injured,1052000,0.0,103.07,0.29
Nic Newman,5,0,8,-8,0.0,0.0,,injured,1052000,0.0,103.07,0.29
Nic Newman,6,0,4,-4,0.0,0.0,,injured,1052000,0.0,103.07,0.29
Jeremy Finlayson,2,66,1622,-1556,0.04,0.99,falling,uncertain,604000,84.0,54.86,0.78
Jeremy Finlayson,3,22,880,-858,0.01,0.53,falling,uncertain,604000,84.0,54.86,0.78
Jeremy Finlayson,4,29,440,-411,0.02,0.27,,uncertain,604000,84.0,54.86,0.78
Jeremy Finlayson,5,40,321,-281,0.02,0.2,,uncertain,604000,84.0,54.86,0.78
Jeremy Finlayson,6,38,126,-88,0.04,0.12,,uncertain,604000,84.0,54.86,0.78
Toby Nankervis,2,277,16,261,0.17,0.01,,uncertain,950000,92.6,93.09,2.49
Toby Nankervis,3,29,169,-140,0.02,0.1,,uncertain,950000,92.6,93.09,2.49
Toby Nankervis,4,31,58,-27,0.02,0.04,,uncertain,950000,92.6,93.09,2.49
Toby Nankervis,5,134,35,99,0.08,0.02,,uncertain,950000,92.6,93.09,2.49
Toby Nankervis,6,59,29,30,0.06,0.03,,uncertain,950000,92.6,93.09,2.49
Christian Petracca,2,300,78,222,0.18,0.05,,uncertain,879000,89.0,87.53,10.62
Christian Petracca,3,142,422,-280,0.09,0.26,,uncertain,879000,89.0,87.53,10.62
Christian Petracca,4,24,1138,-1114,0.01,0.69,falling,uncertain,879000,89.0,87.53,10.62
Christian Petracca,5,188,843,-655,0.12,0.52,falling,uncertain,879000,89.0,87.53,10.62
Christian Petracca,6,1374,123,1251,1.29,0.12,,uncertain,879000,89.0,87.53,10.62
Darcy Fort,2,58,154,-96,0.04,0.09,,emergency,574000,71.5,73.61,0.9
Darcy Fort,3,26,106,-80,0.02,0.06,,emergency,574000,71.5,73.61,0.9
Darcy Fort,4,155,50,105,0.09,0.03,,emergency,574000,71.5,73.61,0.9
Darcy Fort,5,38,164,-126,0.02,0.1,,emergency,574000,71.5,73.61,0.9
Darcy Fort,6,31,94,-63,0.03,0.09,,emergency,574000,71.5,73.61,0.9
Ed Langdon,2,7,10,-3,0.0,0.01,,uncertain,828000,87.4,79.92,0.25
Ed Langdon,3,0,18,-18,0.0,0.01,,uncertain,828000,87.4,79.92,0.25
Ed Langdon,4,14,3,11,0.01,0.0,,uncertain,828000,87.4,79.92,0.25
Ed Langdon,5,6,13,-7,0.0,0.01,,uncertain,828000,87.4,79.92,0.25
Ed Langdon,6,33,0,33,0.03,0.0,,uncertain,828000,87.4,79.92,0.25
Liam Duggan,2,5,80,-75,0.0,0.05,,uncertain,759000,71.4,84.42,0.85
Liam Duggan,3,14,72,-58,0.01,0.04,,uncertain,759000,71.4,84.42,0.85
Liam Duggan,4,9,101,-92,0.01,0.06,,uncertain,759000,71.4,84.42,0.85
Liam Duggan,5,11,45,-34,0.01,0.03,,uncertain,759000,71.4,84.42,0.85
Liam Duggan,6,8,15,-7,0.01,0.01,,uncertain,759000,71.4,84.42,0.85
Touk Miller,2,6,96,-90,0.0,0.06,,uncertain,958000,98.3,90.66,0.87
Touk Miller,3,52,6,46,0.03,0.0,,uncertain,958000,98.3,90.66,0.87
Touk Miller,4,162,0,162,0.1,0.0,,uncertain,958000,98.3,90.66,0.87
Touk Miller,5,121,11,110,0.07,0.01,,uncertain,958000,98.3,90.66,0.87
